wet_audio_file,source_dry,source_rir,room_type,t30_1000Hz,t30_2000Hz,t30_4000Hz,t30_broadband
wet_chiesa_014.wav,6319-275224-0012.flac,chiesa_variants_150/chiesa_014.wav,chiesa,15.95,10.483,7.392,17.026
wet_chiesa_015.wav,8297-275154-0020.flac,chiesa_variants_150/chiesa_015.wav,chiesa,11.741,9.651,7.192,12.14
wet_chiesa_016.wav,6313-76958-0020.flac,chiesa_variants_150/chiesa_016.wav,chiesa,14.71,9.807,7.204,16.23
wet_chiesa_017.wav,251-136532-0022.flac,chiesa_variants_150/chiesa_017.wav,chiesa,13.395,10.635,6.01,15.622
wet_chiesa_019.wav,1272-141231-0016.flac,chiesa_variants_150/chiesa_019.wav,chiesa,14.858,11.538,6.89,15.469
wet_chiesa_020.wav,174-50561-0018.flac,chiesa_variants_150/chiesa_020.wav,chiesa,14.54,12.231,8.727,15.747
wet_chiesa_021.wav,2035-147961-0003.flac,chiesa_variants_150/chiesa_021.wav,chiesa,12.889,9.966,6.539,13.18
wet_chiesa_022.wav,2086-149220-0038.flac,chiesa_variants_150/chiesa_022.wav,chiesa,14.302,12.133,6.285,16.67
wet_chiesa_024.wav,3000-15664-0030.flac,chiesa_variants_150/chiesa_024.wav,chiesa,12.678,12.125,7.826,16.18
wet_chiesa_025.wav,5895-34615-0011.flac,chiesa_variants_150/chiesa_025.wav,chiesa,13.274,9.534,6.567,14.86
wet_chiesa_026.wav,174-84280-0014.flac,chiesa_variants_150/chiesa_026.wav,chiesa,15.527,11.732,7.456,15.962
wet_chiesa_027.wav,1462-170145-0012.flac,chiesa_variants_150/chiesa_027.wav,chiesa,13.743,11.826,7.108,16.079
wet_chiesa_028.wav,5694-64025-0018.flac,chiesa_variants_150/chiesa_028.wav,chiesa,15.597,12.823,7.883,18.035
wet_chiesa_029.wav,8297-275155-0030.flac,chiesa_variants_150/chiesa_029.wav,chiesa,13.04,9.554,6.858,15.886
wet_chiesa_030.wav,2428-83699-0023.flac,chiesa_variants_150/chiesa_030.wav,chiesa,14.415,10.578,6.813,14.959
wet_chiesa_033.wav,1919-142785-0012.flac,chiesa_variants_150/chiesa_033.wav,chiesa,11.348,8.972,7.257,9.564
wet_chiesa_034.wav,1919-142785-0063.flac,chiesa_variants_150/chiesa_034.wav,chiesa,13.132,10.458,6.532,15.859
wet_chiesa_035.wav,2428-83699-0035.flac,chiesa_variants_150/chiesa_035.wav,chiesa,16.406,11.511,8.281,16.155
wet_chiesa_037.wav,5694-64038-0016.flac,chiesa_variants_150/chiesa_037.wav,chiesa,15.011,10.908,7.566,16.855
wet_chiesa_038.wav,1462-170142-0003.flac,chiesa_variants_150/chiesa_038.wav,chiesa,14.873,11.429,8.903,15.643
wet_chiesa_039.wav,5694-64029-0027.flac,chiesa_variants_150/chiesa_039.wav,chiesa,12.956,8.522,6.057,11.999
wet_chiesa_040.wav,8297-275154-0005.flac,chiesa_variants_150/chiesa_040.wav,chiesa,13.148,9.293,8.158,15.596
wet_chiesa_042.wav,5694-64038-0005.flac,chiesa_variants_150/chiesa_042.wav,chiesa,14.764,12.987,9.289,17.15
wet_chiesa_043.wav,2428-83699-0001.flac,chiesa_variants_150/chiesa_043.wav,chiesa,12.127,10.849,7.854,12.917
wet_chiesa_044.wav,5694-64025-0006.flac,chiesa_variants_150/chiesa_044.wav,chiesa,12.899,9.292,7.474,15.803
wet_chiesa_045.wav,5694-64038-0000.flac,chiesa_variants_150/chiesa_045.wav,chiesa,10.62,9.369,6.676,10.883
wet_chiesa_046.wav,5694-64029-0014.flac,chiesa_variants_150/chiesa_046.wav,chiesa,16.45,11.836,6.102,17.084
wet_chiesa_048.wav,6295-64301-0014.flac,chiesa_variants_150/chiesa_048.wav,chiesa,12.014,9.536,6.77,14.257
wet_chiesa_049.wav,7976-105575-0026.flac,chiesa_variants_150/chiesa_049.wav,chiesa,16.204,10.904,7.62,17.09
wet_chiesa_050.wav,8297-275154-0022.flac,chiesa_variants_150/chiesa_050.wav,chiesa,13.617,11.5,8.922,14.913
wet_chiesa_051.wav,3752-4944-0042.flac,chiesa_variants_150/chiesa_051.wav,chiesa,15.107,11.572,7.943,16.524
wet_chiesa_053.wav,1272-135031-0016.flac,chiesa_variants_150/chiesa_053.wav,chiesa,13.357,11.246,7.251,16.72
wet_chiesa_054.wav,1462-170142-0014.flac,chiesa_variants_150/chiesa_054.wav,chiesa,13.848,10.033,8.759,15.262
wet_chiesa_055.wav,1988-24833-0006.flac,chiesa_variants_150/chiesa_055.wav,chiesa,13.019,12.604,9.383,15.867
wet_chiesa_056.wav,1919-142785-0039.flac,chiesa_variants_150/chiesa_056.wav,chiesa,12.18,9.631,7.038,12.894
wet_chiesa_058.wav,5694-64025-0000.flac,chiesa_variants_150/chiesa_058.wav,chiesa,11.753,8.641,6.569,12.735
wet_chiesa_060.wav,7850-286674-0006.flac,chiesa_variants_150/chiesa_060.wav,chiesa,13.787,10.298,6.861,16.067
wet_chiesa_061.wav,1462-170145-0019.flac,chiesa_variants_150/chiesa_061.wav,chiesa,14.753,10.529,7.888,16.903
wet_chiesa_062.wav,3752-4944-0060.flac,chiesa_variants_150/chiesa_062.wav,chiesa,10.182,8.562,7.063,11.12
wet_chiesa_063.wav,84-121123-0007.flac,chiesa_variants_150/chiesa_063.wav,chiesa,14.334,10.722,7.236,15.193
wet_chiesa_066.wav,1272-135031-0014.flac,chiesa_variants_150/chiesa_066.wav,chiesa,10.475,8.12,6.915,13.475
wet_chiesa_067.wav,2428-83705-0009.flac,chiesa_variants_150/chiesa_067.wav,chiesa,15.033,9.959,7.522,15.662
wet_chiesa_068.wav,5694-64038-0005.flac,chiesa_variants_150/chiesa_068.wav,chiesa,11.533,9.848,6.393,12.604
wet_chiesa_071.wav,174-84280-0014.flac,chiesa_variants_150/chiesa_071.wav,chiesa,13.279,9.13,7.233,15.84
wet_chiesa_072.wav,8297-275154-0023.flac,chiesa_variants_150/chiesa_072.wav,chiesa,14.719,13.392,6.87,17.052
wet_chiesa_074.wav,6319-64726-0020.flac,chiesa_variants_150/chiesa_074.wav,chiesa,13.7,10.495,7.381,14.225
wet_chiesa_075.wav,1919-142785-0012.flac,chiesa_variants_150/chiesa_075.wav,chiesa,14.745,10.308,7.595,17.264
wet_chiesa_076.wav,174-50561-0009.flac,chiesa_variants_150/chiesa_076.wav,chiesa,16.173,11.077,7.556,16.695
wet_chiesa_077.wav,6319-64726-0020.flac,chiesa_variants_150/chiesa_077.wav,chiesa,11.783,9.334,7.799,12.422
wet_chiesa_078.wav,8297-275154-0009.flac,chiesa_variants_150/chiesa_078.wav,chiesa,13.432,12.265,8.364,15.624
wet_chiesa_079.wav,251-136532-0014.flac,chiesa_variants_150/chiesa_079.wav,chiesa,12.06,10.131,6.471,12.463
wet_chiesa_081.wav,2428-83699-0024.flac,chiesa_variants_150/chiesa_081.wav,chiesa,14.372,9.438,6.95,15.201
wet_chiesa_082.wav,3752-4944-0006.flac,chiesa_variants_150/chiesa_082.wav,chiesa,12.83,7.638,6.878,13.112
wet_chiesa_083.wav,251-137823-0000.flac,chiesa_variants_150/chiesa_083.wav,chiesa,12.208,8.115,6.617,11.747
wet_chiesa_084.wav,3752-4944-0044.flac,chiesa_variants_150/chiesa_084.wav,chiesa,13.093,10.451,8.72,16.064
wet_chiesa_085.wav,1462-170142-0013.flac,chiesa_variants_150/chiesa_085.wav,chiesa,14.896,10.789,7.808,16.455
wet_chiesa_086.wav,2035-147961-0028.flac,chiesa_variants_150/chiesa_086.wav,chiesa,13.836,9.842,7.153,16.765
wet_chiesa_088.wav,3752-4943-0016.flac,chiesa_variants_150/chiesa_088.wav,chiesa,13.174,10.945,7.294,12.481
wet_chiesa_089.wav,251-118436-0010.flac,chiesa_variants_150/chiesa_089.wav,chiesa,14.261,9.065,6.666,15.071
wet_chiesa_090.wav,2428-83705-0003.flac,chiesa_variants_150/chiesa_090.wav,chiesa,14.638,11.383,9.226,15.84
wet_chiesa_091.wav,251-137823-0023.flac,chiesa_variants_150/chiesa_091.wav,chiesa,12.554,9.322,7.122,15.868
wet_chiesa_092.wav,8297-275155-0021.flac,chiesa_variants_150/chiesa_092.wav,chiesa,14.217,10.682,7.033,16.502
wet_chiesa_093.wav,174-84280-0010.flac,chiesa_variants_150/chiesa_093.wav,chiesa,14.581,12.256,8.983,15.44
wet_chiesa_094.wav,5338-284437-0002.flac,chiesa_variants_150/chiesa_094.wav,chiesa,11.652,8.41,6.848,12.285
wet_chiesa_095.wav,1272-141231-0013.flac,chiesa_variants_150/chiesa_095.wav,chiesa,14.088,9.403,7.331,17.23
wet_chiesa_096.wav,2428-83699-0023.flac,chiesa_variants_150/chiesa_096.wav,chiesa,11.905,9.809,7.782,10.788
wet_chiesa_097.wav,3752-4943-0030.flac,chiesa_variants_150/chiesa_097.wav,chiesa,14.273,9.213,6.488,15.039
wet_chiesa_098.wav,84-121123-0014.flac,chiesa_variants_150/chiesa_098.wav,chiesa,14.776,11.23,8.874,16.532
wet_chiesa_099.wav,1988-24833-0023.flac,chiesa_variants_150/chiesa_099.wav,chiesa,14.513,12.791,7.298,15.799
wet_chiesa_100.wav,2035-147961-0003.flac,chiesa_variants_150/chiesa_100.wav,chiesa,12.563,9.224,6.655,14.01
wet_chiesa_103.wav,8842-304647-0005.flac,chiesa_variants_150/chiesa_103.wav,chiesa,14.832,8.059,5.534,17.298
wet_chiesa_106.wav,174-168635-0014.flac,chiesa_variants_150/chiesa_106.wav,chiesa,13.796,8.434,6.253,15.235
wet_chiesa_107.wav,1919-142785-0063.flac,chiesa_variants_150/chiesa_107.wav,chiesa,14.611,10.654,6.855,15.167
wet_chiesa_109.wav,2035-147961-0028.flac,chiesa_variants_150/chiesa_109.wav,chiesa,13.938,9.481,6.689,16.364
wet_chiesa_110.wav,6319-57405-0011.flac,chiesa_variants_150/chiesa_110.wav,chiesa,12.031,9.689,8.773,12.485
wet_chiesa_111.wav,1988-24833-0011.flac,chiesa_variants_150/chiesa_111.wav,chiesa,13.406,11.202,9.128,13.513
wet_chiesa_112.wav,1919-142785-0006.flac,chiesa_variants_150/chiesa_112.wav,chiesa,14.051,12.226,7.513,17.156
wet_chiesa_113.wav,8297-275154-0018.flac,chiesa_variants_150/chiesa_113.wav,chiesa,12.075,9.051,6.889,13.298
wet_chiesa_114.wav,8297-275155-0006.flac,chiesa_variants_150/chiesa_114.wav,chiesa,10.247,9.325,7.985,12.707
wet_chiesa_116.wav,174-50561-0009.flac,chiesa_variants_150/chiesa_116.wav,chiesa,13.972,9.916,6.466,15.135
wet_chiesa_117.wav,2412-153954-0023.flac,chiesa_variants_150/chiesa_117.wav,chiesa,12.378,7.865,5.302,11.881
wet_chiesa_118.wav,3752-4944-0044.flac,chiesa_variants_150/chiesa_118.wav,chiesa,14.415,10.137,7.059,16.427
wet_chiesa_119.wav,6295-64301-0019.flac,chiesa_variants_150/chiesa_119.wav,chiesa,14.422,9.622,7.616,15.466
wet_chiesa_120.wav,6313-66125-0012.flac,chiesa_variants_150/chiesa_120.wav,chiesa,13.659,9.243,8.021,15.998
wet_chiesa_121.wav,5694-64038-0007.flac,chiesa_variants_150/chiesa_121.wav,chiesa,12.197,9.06,6.574,13.286
wet_chiesa_122.wav,8297-275154-0018.flac,chiesa_variants_150/chiesa_122.wav,chiesa,14.128,12.357,6.756,16.274
wet_chiesa_123.wav,2428-83705-0039.flac,chiesa_variants_150/chiesa_123.wav,chiesa,10.325,9.807,7.294,10.784
wet_chiesa_124.wav,1919-142785-0039.flac,chiesa_variants_150/chiesa_124.wav,chiesa,14.581,13.872,9.116,16.138
wet_chiesa_125.wav,1462-170145-0019.flac,chiesa_variants_150/chiesa_125.wav,chiesa,15.11,8.941,5.64,16.67
wet_chiesa_126.wav,1462-170145-0009.flac,chiesa_variants_150/chiesa_126.wav,chiesa,15.145,10.58,8.621,16.384
wet_chiesa_127.wav,8842-304647-0007.flac,chiesa_variants_150/chiesa_127.wav,chiesa,13.302,11.137,7.827,15.725
wet_chiesa_128.wav,3752-4944-0005.flac,chiesa_variants_150/chiesa_128.wav,chiesa,14.378,13.111,8.357,17.151
wet_chiesa_130.wav,2428-83699-0014.flac,chiesa_variants_150/chiesa_130.wav,chiesa,13.977,9.517,7.275,12.919
wet_chiesa_131.wav,5694-64029-0014.flac,chiesa_variants_150/chiesa_131.wav,chiesa,9.454,8.609,7.525,10.524
wet_chiesa_133.wav,2428-83705-0039.flac,chiesa_variants_150/chiesa_133.wav,chiesa,12.143,10.167,7.875,14.217
wet_chiesa_135.wav,2803-154328-0006.flac,chiesa_variants_150/chiesa_135.wav,chiesa,11.918,10.014,6.293,10.674
wet_chiesa_136.wav,6319-57405-0007.flac,chiesa_variants_150/chiesa_136.wav,chiesa,15.531,11.213,6.836,16.718
wet_chiesa_137.wav,5694-64029-0018.flac,chiesa_variants_150/chiesa_137.wav,chiesa,12.93,10.087,6.619,12.028
wet_chiesa_138.wav,84-121123-0007.flac,chiesa_variants_150/chiesa_138.wav,chiesa,14.491,9.68,7.757,17.312
wet_chiesa_139.wav,3752-4944-0063.flac,chiesa_variants_150/chiesa_139.wav,chiesa,13.032,10.462,7.421,15.427
wet_chiesa_140.wav,8297-275154-0023.flac,chiesa_variants_150/chiesa_140.wav,chiesa,11.115,8.723,6.776,11.083
wet_chiesa_141.wav,1462-170145-0020.flac,chiesa_variants_150/chiesa_141.wav,chiesa,15.692,12.828,7.155,16.077
wet_chiesa_142.wav,2086-149220-0038.flac,chiesa_variants_150/chiesa_142.wav,chiesa,13.387,9.928,6.799,16.405
wet_chiesa_145.wav,8297-275154-0018.flac,chiesa_variants_150/chiesa_145.wav,chiesa,14.581,8.719,5.737,15.573
wet_chiesa_147.wav,5694-64038-0000.flac,chiesa_variants_150/chiesa_147.wav,chiesa,10.109,7.909,6.234,10.266
wet_chiesa_148.wav,1462-170145-0002.flac,chiesa_variants_150/chiesa_148.wav,chiesa,15.591,13.251,7.115,16.11
wet_chiesa_149.wav,2428-83705-0008.flac,chiesa_variants_150/chiesa_149.wav,chiesa,13.967,11.714,7.244,15.658
wet_chiesa_150.wav,8297-275155-0019.flac,chiesa_variants_150/chiesa_150.wav,chiesa,13.468,12.286,7.639,16.194
wet_garage_001.wav,8297-275154-0005.flac,garage_variants_150/garage_001.wav,garage,6.003,5.313,3.252,5.426
wet_garage_003.wav,2277-149897-0019.flac,garage_variants_150/garage_003.wav,garage,5.881,3.896,2.886,4.557
wet_garage_004.wav,1988-24833-0028.flac,garage_variants_150/garage_004.wav,garage,5.123,4.474,3.226,4.155
wet_garage_005.wav,1919-142785-0039.flac,garage_variants_150/garage_005.wav,garage,4.708,3.715,2.435,4.474
wet_garage_006.wav,2086-149220-0039.flac,garage_variants_150/garage_006.wav,garage,6.408,5.181,3.611,5.952
wet_garage_007.wav,3752-4944-0025.flac,garage_variants_150/garage_007.wav,garage,5.798,3.656,2.994,3.43
wet_garage_008.wav,1272-135031-0009.flac,garage_variants_150/garage_008.wav,garage,5.93,5.193,3.244,5.734
wet_garage_012.wav,8297-275155-0027.flac,garage_variants_150/garage_012.wav,garage,4.861,3.402,2.333,3.241
wet_garage_013.wav,2428-83699-0024.flac,garage_variants_150/garage_013.wav,garage,5.208,4.017,2.925,5.329
wet_garage_015.wav,2277-149897-0035.flac,garage_variants_150/garage_015.wav,garage,4.29,3.874,2.851,3.935
wet_garage_016.wav,2428-83705-0039.flac,garage_variants_150/garage_016.wav,garage,5.266,3.784,2.844,5.029
wet_garage_017.wav,6295-244435-0000.flac,garage_variants_150/garage_017.wav,garage,5.641,4.113,2.487,5.158
wet_garage_019.wav,5694-64038-0008.flac,garage_variants_150/garage_019.wav,garage,5.089,3.921,2.768,5.226
wet_garage_021.wav,84-121123-0007.flac,garage_variants_150/garage_021.wav,garage,5.652,3.899,2.915,5.265
wet_garage_023.wav,5694-64029-0017.flac,garage_variants_150/garage_023.wav,garage,5.645,4.641,3.473,5.341
wet_garage_024.wav,2086-149220-0038.flac,garage_variants_150/garage_024.wav,garage,4.318,3.251,2.364,3.161
wet_garage_025.wav,1919-142785-0063.flac,garage_variants_150/garage_025.wav,garage,5.257,3.322,2.541,3.734
wet_garage_026.wav,3752-4944-0005.flac,garage_variants_150/garage_026.wav,garage,6.316,5.061,3.541,5.802
wet_garage_028.wav,3752-4943-0030.flac,garage_variants_150/garage_028.wav,garage,3.903,3.321,2.465,3.585
wet_garage_029.wav,5694-64025-0006.flac,garage_variants_150/garage_029.wav,garage,5.231,4.259,2.931,4.599
wet_garage_030.wav,5338-284437-0003.flac,garage_variants_150/garage_030.wav,garage,6.894,5.829,4.096,6.51
wet_garage_031.wav,2086-149220-0020.flac,garage_variants_150/garage_031.wav,garage,2.869,2.232,1.823,2.584
wet_garage_032.wav,5694-64025-0006.flac,garage_variants_150/garage_032.wav,garage,5.772,4.893,3.41,5.768
wet_garage_033.wav,174-50561-0018.flac,garage_variants_150/garage_033.wav,garage,4.407,3.767,2.571,3.139
wet_garage_035.wav,5694-64025-0000.flac,garage_variants_150/garage_035.wav,garage,3.55,2.961,2.248,4.093
wet_garage_037.wav,3752-4944-0060.flac,garage_variants_150/garage_037.wav,garage,5.304,3.911,2.73,4.374
wet_garage_038.wav,8297-275154-0023.flac,garage_variants_150/garage_038.wav,garage,5.096,4.147,3.021,4.41
wet_garage_039.wav,8842-302201-0010.flac,garage_variants_150/garage_039.wav,garage,4.743,4.261,3.216,4.403
wet_garage_041.wav,174-50561-0018.flac,garage_variants_150/garage_041.wav,garage,2.613,2.421,2.078,2.29
wet_garage_042.wav,1462-170142-0011.flac,garage_variants_150/garage_042.wav,garage,6.523,5.464,3.657,6.134
wet_garage_043.wav,2428-83705-0039.flac,garage_variants_150/garage_043.wav,garage,4.787,3.606,2.687,4.844
wet_garage_044.wav,1272-135031-0014.flac,garage_variants_150/garage_044.wav,garage,4.547,3.388,2.521,3.927
wet_garage_045.wav,251-137823-0012.flac,garage_variants_150/garage_045.wav,garage,5.053,4.347,3.093,3.657
wet_garage_046.wav,8297-275154-0018.flac,garage_variants_150/garage_046.wav,garage,5.438,3.904,2.715,4.553
wet_garage_047.wav,5694-64025-0006.flac,garage_variants_150/garage_047.wav,garage,4.533,4.114,2.689,3.566
wet_garage_048.wav,5694-64038-0005.flac,garage_variants_150/garage_048.wav,garage,4.572,3.409,2.224,4.326
wet_garage_050.wav,174-50561-0018.flac,garage_variants_150/garage_050.wav,garage,5.29,4.049,3.029,5.049
wet_garage_052.wav,3000-15664-0030.flac,garage_variants_150/garage_052.wav,garage,4.507,3.376,2.545,3.067
wet_garage_053.wav,2428-83699-0035.flac,garage_variants_150/garage_053.wav,garage,5.872,5.053,3.379,5.634
wet_garage_054.wav,2428-83699-0026.flac,garage_variants_150/garage_054.wav,garage,5.011,3.779,2.886,5.499
wet_garage_056.wav,3000-15664-0030.flac,garage_variants_150/garage_056.wav,garage,4.168,3.16,2.319,4.151
wet_garage_057.wav,6295-64301-0004.flac,garage_variants_150/garage_057.wav,garage,5.619,4.241,3.181,5.267
wet_garage_059.wav,5338-284437-0011.flac,garage_variants_150/garage_059.wav,garage,4.213,3.495,2.764,3.36
wet_garage_060.wav,1272-141231-0016.flac,garage_variants_150/garage_060.wav,garage,5.879,4.419,3.152,5.619
wet_garage_061.wav,251-137823-0023.flac,garage_variants_150/garage_061.wav,garage,6.069,4.864,3.42,6.09
wet_garage_062.wav,5694-64025-0006.flac,garage_variants_150/garage_062.wav,garage,4.636,4.027,3.142,4.115
wet_garage_063.wav,8842-302201-0010.flac,garage_variants_150/garage_063.wav,garage,4.574,3.396,2.663,3.628
wet_garage_065.wav,6295-64301-0004.flac,garage_variants_150/garage_065.wav,garage,4.651,3.442,2.532,4.073
wet_garage_066.wav,3853-163249-0050.flac,garage_variants_150/garage_066.wav,garage,4.548,3.977,3.145,4.102
wet_garage_067.wav,7850-286674-0006.flac,garage_variants_150/garage_067.wav,garage,4.731,3.805,2.857,4.378
wet_garage_068.wav,2277-149897-0019.flac,garage_variants_150/garage_068.wav,garage,4.973,4.089,2.95,4.368
wet_garage_069.wav,8297-275154-0023.flac,garage_variants_150/garage_069.wav,garage,5.758,4.391,3.258,5.825
wet_garage_070.wav,6295-64301-0014.flac,garage_variants_150/garage_070.wav,garage,3.697,3.179,2.344,3.452
wet_garage_071.wav,1272-141231-0004.flac,garage_variants_150/garage_071.wav,garage,4.894,3.87,2.47,3.292
wet_garage_072.wav,1462-170145-0009.flac,garage_variants_150/garage_072.wav,garage,5.043,4.092,2.848,4.688
wet_garage_073.wav,3752-4944-0006.flac,garage_variants_150/garage_073.wav,garage,5.514,4.186,2.968,5.002
wet_garage_074.wav,2902-9008-0016.flac,garage_variants_150/garage_074.wav,garage,5.698,4.358,3.129,5.562
wet_garage_076.wav,2412-153954-0023.flac,garage_variants_150/garage_076.wav,garage,6.392,5.228,3.735,5.798
wet_garage_077.wav,5338-284437-0003.flac,garage_variants_150/garage_077.wav,garage,5.152,3.876,2.861,5.138
wet_garage_078.wav,3752-4943-0006.flac,garage_variants_150/garage_078.wav,garage,5.398,4.44,3.366,5.157
wet_garage_080.wav,1988-24833-0023.flac,garage_variants_150/garage_080.wav,garage,4.879,3.939,2.962,4.033
wet_garage_081.wav,2803-154328-0006.flac,garage_variants_150/garage_081.wav,garage,6.234,5.52,3.566,5.963
wet_garage_084.wav,2428-83699-0014.flac,garage_variants_150/garage_084.wav,garage,5.851,5.033,3.481,4.855
wet_garage_085.wav,3752-4944-0063.flac,garage_variants_150/garage_085.wav,garage,4.684,3.9,2.832,4.224
wet_garage_087.wav,2803-154328-0006.flac,garage_variants_150/garage_087.wav,garage,5.018,3.712,2.713,5.305
wet_garage_088.wav,8297-275155-0006.flac,garage_variants_150/garage_088.wav,garage,5.528,4.357,2.99,5.641
wet_garage_089.wav,3752-4944-0042.flac,garage_variants_150/garage_089.wav,garage,4.826,3.865,2.886,3.155
wet_garage_090.wav,8842-302201-0010.flac,garage_variants_150/garage_090.wav,garage,5.119,3.689,2.659,3.954
wet_garage_091.wav,8297-275154-0026.flac,garage_variants_150/garage_091.wav,garage,4.33,3.295,2.31,3.378
wet_garage_092.wav,2428-83705-0027.flac,garage_variants_150/garage_092.wav,garage,4.551,3.516,2.708,3.931
wet_garage_094.wav,174-50561-0014.flac,garage_variants_150/garage_094.wav,garage,5.694,4.092,2.896,5.733
wet_garage_095.wav,8842-304647-0007.flac,garage_variants_150/garage_095.wav,garage,5.838,4.892,3.511,5.157
wet_garage_096.wav,5338-284437-0002.flac,garage_variants_150/garage_096.wav,garage,4.303,2.914,1.928,3.448
wet_garage_098.wav,1919-142785-0000.flac,garage_variants_150/garage_098.wav,garage,4.584,3.858,2.674,4.185
wet_garage_100.wav,2428-83699-0026.flac,garage_variants_150/garage_100.wav,garage,5.964,4.665,3.128,5.897
wet_garage_101.wav,1988-24833-0010.flac,garage_variants_150/garage_101.wav,garage,4.626,3.997,2.994,4.176
wet_garage_102.wav,5895-34615-0005.flac,garage_variants_150/garage_102.wav,garage,6.751,5.864,4.097,6.358
wet_garage_103.wav,3853-163249-0050.flac,garage_variants_150/garage_103.wav,garage,5.165,4.364,3.216,4.973
wet_garage_104.wav,2086-149220-0026.flac,garage_variants_150/garage_104.wav,garage,4.544,3.05,2.425,3.585
wet_garage_105.wav,2428-83705-0036.flac,garage_variants_150/garage_105.wav,garage,6.099,4.457,3.003,4.762
wet_garage_107.wav,6319-64726-0020.flac,garage_variants_150/garage_107.wav,garage,4.368,3.172,2.305,4.012
wet_garage_109.wav,6295-244435-0000.flac,garage_variants_150/garage_109.wav,garage,5.034,4.244,3.153,4.731
wet_garage_110.wav,6313-76958-0020.flac,garage_variants_150/garage_110.wav,garage,5.103,4.331,3.195,4.572
wet_garage_111.wav,2803-154328-0006.flac,garage_variants_150/garage_111.wav,garage,5.22,4.487,3.383,4.59
wet_garage_112.wav,174-50561-0018.flac,garage_variants_150/garage_112.wav,garage,5.284,3.965,3.022,4.879
wet_garage_113.wav,2086-149220-0043.flac,garage_variants_150/garage_113.wav,garage,4.303,3.374,2.647,3.886
wet_garage_115.wav,6313-76958-0030.flac,garage_variants_150/garage_115.wav,garage,4.175,3.269,2.22,5.118
wet_garage_116.wav,3752-4944-0060.flac,garage_variants_150/garage_116.wav,garage,5.061,3.971,2.564,3.728
wet_garage_118.wav,2086-149220-0038.flac,garage_variants_150/garage_118.wav,garage,4.367,3.731,2.34,3.895
wet_garage_119.wav,5895-34615-0005.flac,garage_variants_150/garage_119.wav,garage,3.417,2.884,2.204,3.015
wet_garage_120.wav,5694-64038-0008.flac,garage_variants_150/garage_120.wav,garage,5.106,4.163,3.062,4.46
wet_garage_122.wav,2428-83699-0014.flac,garage_variants_150/garage_122.wav,garage,5.391,4.395,3.066,5.663
wet_garage_123.wav,5694-64038-0001.flac,garage_variants_150/garage_123.wav,garage,5.503,3.919,2.871,5.579
wet_garage_124.wav,8297-275156-0000.flac,garage_variants_150/garage_124.wav,garage,4.283,3.426,2.49,4.816
wet_garage_125.wav,7850-286674-0017.flac,garage_variants_150/garage_125.wav,garage,4.842,3.147,2.4,3.268
wet_garage_126.wav,251-137823-0024.flac,garage_variants_150/garage_126.wav,garage,6.374,5.042,3.619,5.667
wet_garage_127.wav,6319-64726-0020.flac,garage_variants_150/garage_127.wav,garage,5.5,3.891,2.624,5.432
wet_garage_128.wav,8842-304647-0005.flac,garage_variants_150/garage_128.wav,garage,5.091,3.742,2.688,4.673
wet_garage_129.wav,3170-137482-0013.flac,garage_variants_150/garage_129.wav,garage,6.11,4.998,3.555,5.566
wet_garage_130.wav,3752-4944-0060.flac,garage_variants_150/garage_130.wav,garage,5.756,4.105,2.955,5.833
wet_garage_131.wav,1462-170142-0011.flac,garage_variants_150/garage_131.wav,garage,4.939,3.464,2.564,4.93
wet_garage_132.wav,5694-64029-0014.flac,garage_variants_150/garage_132.wav,garage,5.523,4.586,3.051,4.15
wet_garage_134.wav,251-137823-0000.flac,garage_variants_150/garage_134.wav,garage,5.175,4.072,2.848,5.051
wet_garage_135.wav,5694-64038-0001.flac,garage_variants_150/garage_135.wav,garage,5.116,3.589,2.683,5.585
wet_garage_137.wav,174-84280-0010.flac,garage_variants_150/garage_137.wav,garage,3.99,3.619,2.889,3.457
wet_garage_138.wav,2803-154328-0006.flac,garage_variants_150/garage_138.wav,garage,4.28,3.443,2.699,4.892
wet_garage_139.wav,1272-141231-0000.flac,garage_variants_150/garage_139.wav,garage,4.598,3.75,2.625,4.376
wet_garage_141.wav,2428-83705-0039.flac,garage_variants_150/garage_141.wav,garage,4.528,3.439,2.548,4.812
wet_garage_142.wav,3752-4943-0030.flac,garage_variants_150/garage_142.wav,garage,5.874,5.044,3.642,5.89
wet_garage_143.wav,8297-275154-0018.flac,garage_variants_150/garage_143.wav,garage,4.624,3.272,2.182,4.568
wet_garage_144.wav,84-121123-0007.flac,garage_variants_150/garage_144.wav,garage,5.326,4.167,2.98,4.976
wet_garage_145.wav,1462-170145-0010.flac,garage_variants_150/garage_145.wav,garage,4.485,3.932,2.525,4.293
wet_garage_146.wav,8297-275155-0019.flac,garage_variants_150/garage_146.wav,garage,3.539,3.12,2.464,3.081
wet_garage_148.wav,174-84280-0014.flac,garage_variants_150/garage_148.wav,garage,5.083,4.044,2.952,5.267
wet_garage_149.wav,1988-24833-0028.flac,garage_variants_150/garage_149.wav,garage,4.58,3.485,2.809,4.304
wet_garage_150.wav,2428-83699-0035.flac,garage_variants_150/garage_150.wav,garage,3.41,3.003,2.345,3.26
wet_ristorante_002.wav,5694-64038-0007.flac,ristorante_variants_150/ristorante_002.wav,ristorante,7.096,6.279,4.107,6.497
